BLItemNo,ElementId,LdrawId,PartName,BLColorId,LDrawColorId,ColorName,ColorCategory,Qty,Weight
3666,366601,3666.dat,Plate 1 x 6,1,15,White,Solid Colors,2,1.06
3666,366626,3666.dat,Plate 1 x 6,11,0,Black,Solid Colors,4,1.06
3679,4540203,3679.dat,"Turntable 2 x 2 Plate, Top ",86,71,Light Bluish Gray,Solid Colors,3,0.3
36840,6242241,36840.dat,Bracket 1 x 1 - 1 x 1 Inverted,1,15,White,Solid Colors,2,0.29
36841,6299338,36841.dat,Bracket 1 x 1 - 1 x 1,11,0,Black,Solid Colors,1,
3700,370026,3700.dat,"Technic, Brick 1 x 2 with Hole ",11,0,Black,Solid Colors,2,0.82
3710,371001,3710.dat,Plate 1 x 4,1,15,White,Solid Colors,4,0.71
3710,371026,3710.dat,Plate 1 x 4,11,0,Black,Solid Colors,1,0.71
3710,4118782,3710.dat,Plate 1 x 4,4,25,Orange,Solid Colors,1,0.71
3749,374926,3749.dat,"Technic, Axle  1L with Pin without Friction Ridges ",11,0,Black,Solid Colors,2,
3749,4666579,3749.dat,"Technic, Axle  1L with Pin without Friction Ridges ",2,19,Tan,Solid Colors,2,0.22
3794b,6092585,3794b.dat,"Plate, Modified 1 x 2 with 1 Stud with Groove (Jumper) ",11,0,Black,Solid Colors,1,0.3
3795,379526,3795.dat,Plate 2 x 6,11,0,Black,Solid Colors,3,1.74
3823,6253684,3823.dat,Windscreen 2 x 4 x 2,13,40,Trans-Brown,Transparent Colors,1,2.19
4070,407001,4070.dat,"Brick, Modified 1 x 1 with Headlight ",1,15,White,Solid Colors,2,0.36
48336,4225201,48336.dat,"Plate, Modified 1 x 2 with Bar Handle on Side - Closed Ends ",11,0,Black,Solid Colors,2,0.54
4865,486501,4865a.dat,Panel 1 x 2 x 1,1,15,White,Solid Colors,2,0.46
5091,6510126,5091.dat,"Tile, Modified 1 x 2 Wedge Left ",1,15,White,Solid Colors,1,
5092,6510140,5092.dat,"Tile, Modified 1 x 2 Wedge Right ",1,15,White,Solid Colors,1,
5404,6513919,5404.dat,Slope 18 2 x 1 x 2/3,1,15,White,Solid Colors,2,
54200,4504369,54200.dat,Slope 30 1 x 1 x 2/3,1,15,White,Solid Colors,2,0.21
54200,4504382,54200.dat,Slope 30 1 x 1 x 2/3,11,0,Black,Solid Colors,3,0.21
60481,4515370,60481.dat,Slope 65 2 x 1 x 2,1,15,White,Solid Colors,2,1.16
4073,614126,6141.dat,"Plate, Round 1 x 1 ",11,0,Black,Solid Colors,4,0.12
4073,4157103,6141.dat,"Plate, Round 1 x 1 ",4,25,Orange,Solid Colors,3,0.12
6231,4106347,6231.dat,Panel 1 x 1 x 1 Corner,11,0,Black,Solid Colors,2,0.3
6231,4184005,6231.dat,Panel 1 x 1 x 1 Corner,4,25,Orange,Solid Colors,2,0.3
63864,4558170,63864.dat,Tile 1 x 3,11,0,Black,Solid Colors,1,0.39
6636,663601,6636.dat,Tile 1 x 6,1,15,White,Solid Colors,2,0.83
69729,6318582,69729.dat,Tile 2 x 6,11,0,Black,Solid Colors,2,
72206pb01,6336858,72206p01.dat,Wheel 24 x 12 with Pin Hole with Molded Black Hard Rubber Tire Pattern,11,0,Black,Solid Colors,2,
73825,6337079,73825.dat,Bracket 1 x 1 - 1 x 2 Inverted,1,15,White,Solid Colors,2,
98313,6276867,76116.dat,"Arm Mechanical, Exo-Force / Bionicle, Thick Support ",11,0,Black,Solid Colors,1,
77845,6480856,77845.dat,"Plate, Round 1 x 4 with 2 Open Studs ",5,4,Red,Solid Colors,1,
77845,6428167,77845.dat,"Plate, Round 1 x 4 with 2 Open Studs ",11,0,Black,Solid Colors,2,
77845,6501816,77845.dat,"Plate, Round 1 x 4 with 2 Open Studs ",1,15,White,Solid Colors,1,
77850,6428168,77850.dat,"Plate, Round 1 x 3 with Open Studs ",11,0,Black,Solid Colors,2,
78329,6350415,78329.dat,Plate 1 x 5,11,0,Black,Solid Colors,1,
85984,4547489,85984.dat,Slope 30 1 x 2 x 2/3,1,15,White,Solid Colors,1,0.34
85984,4548180,85984.dat,Slope 30 1 x 2 x 2/3,11,0,Black,Solid Colors,3,0.34
86876,6475339,86876.dat,"Brick, Modified 1 x 2 with Stud on Side with Bottom Stud Holder ",11,0,Black,Solid Colors,1,
87079,4560182,87079.dat,Tile 2 x 4,11,0,Black,Solid Colors,4,0.9
87087,4558952,87087.dat,"Brick, Modified 1 x 1 with Stud on Side ",1,15,White,Solid Colors,4,0.45
92946,6069002,92946.dat,Slope 45 2 x 1 with 2/3 Cutout,1,15,White,Solid Colors,2,0.42
98138,6284071,98138.dat,"Tile, Round 1 x 1 ",86,71,Light Bluish Gray,Solid Colors,1,0.11
98138,6274744,98138.dat,"Tile, Round 1 x 1 ",13,40,Trans-Brown,Transparent Colors,4,0.11
98282,6170504,98282.dat,"Vehicle, Mudguard 4 x 2 1/2 x 1 with Arch Round ",1,15,White,Solid Colors,2,1.56
99780,6070698,99780.dat,Bracket 1 x 2 - 1 x 2 Inverted,1,15,White,Solid Colors,1,0.55
,,,,,,,,,
Total qty,Total Weight,,,,,,,,
314,147.1001 +a
,,,,,,,,
